user_id,signup_date,signup_month,channel,state,segment,age,gender,plan,activated,last_active_date,months_observed,is_churned,churn_risk_score,days_since_active
SD000228,2024-01-30,2024-01,Google Ads,Abuja,Individual Sender,55,Female,Starter,0,2024-02-04,8,1,100,239
SD000229,2023-12-22,2023-12,Instagram,Lagos,Individual Sender,34,Female,Starter,0,2023-12-22,9,1,100,283
SD000230,2024-04-18,2024-04,Referral,Lagos,Small Business,51,Male,Starter,1,2024-06-18,5,1,91,104
SD000231,2024-05-08,2024-05,Referral,Lagos,Individual Sender,45,Female,Starter,1,2024-08-17,4,0,38,44
SD000232,2024-08-15,2024-08,Facebook Ads,Anambra,Individual Sender,39,Female,Starter,1,2024-08-17,1,0,42,44
SD000233,2023-10-22,2023-10,Facebook Ads,Rivers,Small Business,21,Female,Starter,1,2023-11-08,11,1,100,327
SD000234,2024-01-26,2024-01,Google Ads,Kano,Small Business,44,Male,Starter,0,2024-01-30,8,1,100,244
SD000235,2024-02-24,2024-02,Instagram,Edo,Individual Sender,20,Female,Starter,1,2024-03-02,7,1,100,212
SD000236,2024-04-18,2024-04,Instagram,Lagos,Corporate,43,Female,Business Pro,0,2024-04-21,5,1,100,162
SD000237,2024-06-20,2024-06,Referral,Kaduna,E-commerce Seller,41,Female,Business Pro,0,2024-06-25,3,1,97,97
SD000238,2024-04-23,2024-04,Referral,Abuja,E-commerce Seller,53,Female,Business Pro,1,2024-05-11,5,1,100,142
SD000239,2023-10-12,2023-10,Referral,Lagos,E-commerce Seller,46,Male,Business Pro,0,2023-10-17,11,1,100,349
SD000240,2024-07-22,2024-07,App Store,Kaduna,Individual Sender,47,Female,Starter,1,2024-09-03,2,0,25,27
SD000241,2024-01-06,2024-01,Word of Mouth,Abuja,Freelancer,20,Male,Starter,1,2024-03-25,8,1,100,189
SD000242,2023-10-28,2023-10,Word of Mouth,Anambra,Individual Sender,26,Female,Starter,0,2024-06-26,11,1,100,96
SD000243,2024-05-30,2024-05,Word of Mouth,Abuja,Small Business,38,Male,Starter,1,2024-07-05,4,1,81,87
SD000244,2024-03-22,2024-03,Word of Mouth,Edo,E-commerce Seller,41,Female,Business Pro,1,2024-06-28,6,1,75,94
SD000245,2024-01-21,2024-01,Word of Mouth,Kano,Corporate,49,Female,Enterprise,1,2024-02-07,8,1,100,236
SD000246,2023-12-31,2023-12,Google Ads,Edo,Small Business,41,Female,Starter,1,2024-01-04,9,1,100,270
SD000247,2024-07-09,2024-07,Facebook Ads,Kano,Small Business,43,Female,Starter,1,2024-07-20,2,1,73,72
SD000248,2024-08-06,2024-08,App Store,Abuja,Small Business,23,Female,Starter,1,2024-08-11,1,1,37,50
SD000249,2024-05-02,2024-05,Instagram,Lagos,E-commerce Seller,28,Female,Starter,1,2024-05-15,5,1,100,138
SD000250,2024-04-12,2024-04,Instagram,Oyo,Corporate,45,Male,Business Pro,1,2024-05-17,5,1,100,136
SD000251,2023-10-21,2023-10,Word of Mouth,Kano,Individual Sender,55,Female,Starter,0,2024-06-20,11,1,100,102
SD000252,2024-06-14,2024-06,Referral,Rivers,Small Business,47,Male,Starter,1,2024-07-18,3,1,65,74
SD000253,2024-01-17,2024-01,Google Ads,Lagos,Individual Sender,55,Male,Starter,0,2024-01-18,8,1,100,256
SD000254,2023-12-06,2023-12,Word of Mouth,Oyo,Individual Sender,45,Female,Starter,1,2024-06-06,9,1,100,116
SD000255,2024-08-31,2024-08,Facebook Ads,Lagos,Small Business,29,Female,Starter,1,2024-09-16,1,0,11,14
SD000256,2023-10-09,2023-10,Instagram,Lagos,E-commerce Seller,42,Female,Business Pro,0,2023-10-10,11,1,100,356
SD000257,2024-08-22,2024-08,Google Ads,Lagos,Small Business,35,Male,Starter,1,2024-09-03,1,0,21,27
SD000258,2023-10-11,2023-10,Referral,Kano,E-commerce Seller,23,Female,Starter,0,2023-10-16,11,1,100,350
SD000259,2024-08-12,2024-08,Instagram,Lagos,E-commerce Seller,51,Female,Business Pro,1,2024-09-08,1,0,10,22
SD000260,2024-05-29,2024-05,Facebook Ads,Anambra,E-commerce Seller,53,Female,Business Pro,0,2024-06-01,4,1,100,121
SD000261,2024-05-29,2024-05,Word of Mouth,Kano,E-commerce Seller,27,Male,Business Pro,0,2024-05-29,4,1,100,124
SD000262,2024-07-18,2024-07,Referral,Edo,Corporate,39,Female,Enterprise,1,2024-08-22,2,0,13,39
SD000263,2024-06-01,2024-06,Facebook Ads,Kano,Small Business,37,Male,Starter,0,2024-06-01,4,1,100,121
SD000264,2023-10-31,2023-10,Instagram,Kano,Corporate,26,Male,Enterprise,0,2023-11-05,11,1,100,330
SD000265,2024-07-18,2024-07,Google Ads,Kaduna,Individual Sender,31,Male,Starter,1,2024-08-02,2,1,68,59
SD000266,2023-12-01,2023-12,Google Ads,Kaduna,Freelancer,43,Male,Starter,1,2023-12-10,10,1,100,295
SD000267,2023-11-17,2023-11,Referral,Rivers,E-commerce Seller,44,Male,Starter,0,2023-11-17,10,1,100,318
SD000268,2024-06-28,2024-06,Google Ads,Kano,Individual Sender,34,Male,Starter,1,2024-07-02,3,1,98,90
SD000269,2023-11-05,2023-11,Facebook Ads,Abuja,Corporate,27,Female,Enterprise,1,2023-11-20,11,1,100,315
SD000270,2024-03-29,2024-03,Facebook Ads,Oyo,Small Business,27,Male,Starter,0,2024-05-06,6,1,100,147
SD000271,2024-02-06,2024-02,Instagram,Abuja,E-commerce Seller,46,Female,Business Pro,0,2024-02-09,7,1,100,234
SD000272,2024-03-11,2024-03,Word of Mouth,Rivers,Corporate,39,Male,Enterprise,1,2024-07-01,6,1,65,91
SD000273,2023-11-29,2023-11,Facebook Ads,Abuja,Small Business,49,Female,Starter,1,2023-12-13,10,1,100,292
SD000274,2024-08-28,2024-08,Referral,Abuja,Freelancer,27,Male,Starter,1,2024-09-01,1,0,23,29
SD000275,2023-10-23,2023-10,Instagram,Rivers,Small Business,39,Male,Starter,0,2023-12-25,11,1,100,280
SD000276,2023-10-04,2023-10,Referral,Lagos,Small Business,21,Female,Starter,0,2023-10-06,12,1,100,360
SD000277,2024-05-25,2024-05,Instagram,Abuja,Small Business,46,Male,Starter,0,2024-05-25,4,1,100,128
SD000278,2024-07-05,2024-07,App Store,Kaduna,Corporate,48,Male,Business Pro,1,2024-08-11,2,1,23,50
SD000279,2024-07-19,2024-07,Referral,Kano,Individual Sender,35,Female,Starter,0,2024-07-21,2,1,90,71
SD000280,2024-05-13,2024-05,Word of Mouth,Abuja,Individual Sender,52,Male,Starter,1,2024-05-26,4,1,100,127
SD000281,2024-03-11,2024-03,Instagram,Edo,Corporate,26,Male,Enterprise,0,2024-07-25,6,1,64,67
SD000282,2023-10-18,2023-10,Referral,Rivers,Corporate,55,Male,Enterprise,1,2024-08-17,11,0,17,44
SD000283,2023-12-27,2023-12,App Store,Lagos,Corporate,31,Female,Business Pro,1,2023-12-31,9,1,100,274
SD000284,2024-07-10,2024-07,Referral,Lagos,Small Business,51,Female,Starter,0,2024-07-14,2,1,88,78
SD000285,2024-01-18,2024-01,Google Ads,Abuja,Freelancer,25,Male,Starter,0,2024-01-19,8,1,100,255
SD000286,2024-03-27,2024-03,Facebook Ads,Delta,Small Business,32,Female,Starter,0,2024-06-30,6,1,99,92
SD000287,2024-03-16,2024-03,Instagram,Lagos,Small Business,39,Male,Starter,0,2024-03-16,6,1,100,198
SD000288,2024-05-05,2024-05,App Store,Oyo,Small Business,22,Male,Starter,1,2024-05-17,4,1,100,136
SD000289,2024-04-06,2024-04,Referral,Lagos,Small Business,43,Female,Starter,1,2024-04-11,5,1,100,172
SD000290,2023-11-22,2023-11,App Store,Abuja,Small Business,55,Female,Starter,0,2023-11-23,10,1,100,312
SD000291,2024-08-18,2024-08,Word of Mouth,Lagos,Small Business,22,Male,Starter,1,2024-09-09,1,0,13,21
SD000292,2024-04-09,2024-04,Instagram,Edo,Small Business,47,Male,Business Pro,0,2024-04-10,5,1,100,173
SD000293,2024-03-17,2024-03,Referral,Imo,Corporate,24,Female,Enterprise,1,2024-08-25,6,0,11,36
SD000294,2024-03-13,2024-03,Referral,Lagos,Corporate,23,Male,Business Pro,1,2024-03-14,6,1,100,200
SD000295,2024-08-13,2024-08,Word of Mouth,Lagos,Individual Sender,20,Female,Starter,0,2024-08-13,1,1,72,48
SD000296,2023-12-30,2023-12,App Store,Lagos,Individual Sender,55,Female,Starter,0,2024-02-26,9,1,100,217
SD000297,2024-03-30,2024-03,Word of Mouth,Kano,Small Business,22,Male,Starter,0,2024-03-30,6,1,100,184
SD000298,2024-06-06,2024-06,Referral,Kano,Individual Sender,30,Male,Starter,0,2024-06-09,3,1,100,113
SD000299,2024-08-23,2024-08,Google Ads,Kano,Corporate,39,Female,Business Pro,1,2024-09-12,1,0,0,18
SD000300,2024-08-19,2024-08,TikTok Ads,Rivers,Individual Sender,30,Male,Starter,0,2024-08-19,1,0,72,42
SD000301,2024-02-12,2024-02,App Store,Edo,Freelancer,51,Male,Starter,0,2024-02-12,7,1,100,231
SD000302,2024-02-09,2024-02,Google Ads,Kano,Corporate,50,Female,Business Pro,1,2024-04-29,7,1,100,154
SD000303,2024-07-13,2024-07,App Store,Abuja,Small Business,29,Male,Business Pro,1,2024-08-03,2,1,58,58
SD000304,2023-10-20,2023-10,Instagram,Imo,Small Business,49,Male,Starter,1,2024-01-30,11,1,100,244
SD000305,2024-06-20,2024-06,Word of Mouth,Lagos,Individual Sender,26,Male,Starter,0,2024-06-21,3,1,100,101
SD000306,2024-06-04,2024-06,Word of Mouth,Kaduna,Small Business,24,Female,Business Pro,0,2024-06-07,3,1,100,115
SD000307,2023-12-28,2023-12,Instagram,Oyo,Corporate,50,Male,Enterprise,1,2024-01-07,9,1,100,267
SD000308,2024-07-03,2024-07,Referral,Abuja,Individual Sender,37,Male,Starter,0,2024-07-05,2,1,100,87
SD000309,2023-12-08,2023-12,Word of Mouth,Lagos,E-commerce Seller,48,Male,Business Pro,1,2023-12-20,9,1,100,285
SD000310,2024-06-09,2024-06,TikTok Ads,Kano,Small Business,53,Male,Business Pro,0,2024-06-12,3,1,100,110
SD000311,2024-07-01,2024-07,Google Ads,Kaduna,Small Business,53,Male,Business Pro,1,2024-08-17,3,0,44,44
SD000312,2023-12-30,2023-12,Google Ads,Lagos,Small Business,47,Male,Starter,0,2024-03-11,9,1,100,203
SD000313,2024-08-10,2024-08,App Store,Imo,Small Business,39,Female,Starter,1,2024-09-07,1,0,15,23
SD000314,2024-08-27,2024-08,App Store,Edo,Individual Sender,28,Male,Starter,1,2024-09-14,1,0,17,16
SD000315,2024-05-30,2024-05,Facebook Ads,Oyo,Small Business,40,Male,Business Pro,1,2024-06-06,4,1,100,116
SD000316,2024-02-20,2024-02,Facebook Ads,Kano,E-commerce Seller,48,Male,Business Pro,1,2024-02-25,7,1,100,218
SD000317,2024-06-05,2024-06,Referral,Rivers,Corporate,53,Male,Enterprise,1,2024-06-15,3,1,88,107
SD000318,2024-08-02,2024-08,Google Ads,Lagos,Individual Sender,21,Male,Starter,0,2024-08-02,1,1,83,59
SD000319,2024-08-16,2024-08,Google Ads,Imo,Small Business,38,Male,Starter,1,2024-09-01,1,0,22,29
SD000320,2024-04-21,2024-04,App Store,Kano,Corporate,34,Female,Business Pro,0,2024-04-25,5,1,100,158
SD000321,2024-02-04,2024-02,Instagram,Anambra,E-commerce Seller,47,Male,Business Pro,1,2024-02-22,7,1,100,221
SD000322,2024-08-21,2024-08,App Store,Imo,Small Business,53,Male,Starter,1,2024-09-09,1,0,14,21
SD000323,2023-11-14,2023-11,Instagram,Rivers,E-commerce Seller,50,Female,Business Pro,1,2023-12-19,10,1,100,286
SD000324,2023-10-08,2023-10,App Store,Abuja,Small Business,31,Male,Starter,1,2023-12-29,11,1,100,276
SD000325,2023-12-05,2023-12,Word of Mouth,Kano,E-commerce Seller,21,Female,Business Pro,1,2024-03-30,10,1,100,184
SD000326,2024-03-19,2024-03,Referral,Abuja,Individual Sender,34,Male,Starter,0,2024-03-22,6,1,100,192
SD000327,2024-05-05,2024-05,Instagram,Abuja,Individual Sender,44,Male,Starter,1,2024-05-15,4,1,100,138
SD000328,2023-12-24,2023-12,Google Ads,Lagos,E-commerce Seller,43,Male,Business Pro,0,2023-12-28,9,1,100,277
SD000329,2023-12-15,2023-12,Instagram,Rivers,Individual Sender,48,Male,Starter,0,2023-12-20,9,1,100,285
SD000330,2024-05-18,2024-05,Facebook Ads,Lagos,Small Business,45,Male,Starter,0,2024-05-18,4,1,100,135
SD000331,2024-08-28,2024-08,Word of Mouth,Abuja,Small Business,41,Male,Business Pro,0,2024-08-28,1,0,53,33
SD000332,2024-07-23,2024-07,Instagram,Kaduna,E-commerce Seller,50,Female,Starter,1,2024-08-09,2,1,49,52
SD000333,2024-02-27,2024-02,Word of Mouth,Abuja,E-commerce Seller,36,Female,Business Pro,1,2024-08-11,7,1,42,50
SD000334,2024-04-01,2024-04,Google Ads,Edo,E-commerce Seller,35,Female,Starter,0,2024-04-04,6,1,100,179
SD000335,2024-08-22,2024-08,Google Ads,Abuja,E-commerce Seller,47,Male,Starter,0,2024-08-22,1,0,53,39
SD000336,2023-10-29,2023-10,Word of Mouth,Abuja,Individual Sender,32,Female,Starter,1,2024-01-22,11,1,100,252
SD000337,2024-04-30,2024-04,Word of Mouth,Kano,E-commerce Seller,33,Female,Starter,1,2024-05-22,5,1,100,131
SD000338,2023-11-20,2023-11,Word of Mouth,Lagos,Individual Sender,52,Female,Starter,1,2024-01-02,10,1,100,272
SD000339,2023-10-20,2023-10,App Store,Rivers,Corporate,35,Female,Business Pro,1,2023-10-24,11,1,100,342
SD000340,2023-10-25,2023-10,Instagram,Oyo,Small Business,37,Female,Starter,1,2023-12-08,11,1,100,297
SD000341,2023-12-22,2023-12,Referral,Lagos,Small Business,25,Male,Business Pro,1,2024-08-31,9,0,33,30
SD000342,2024-07-05,2024-07,Instagram,Rivers,Small Business,25,Male,Starter,1,2024-07-18,2,1,74,74
SD000343,2023-10-05,2023-10,Referral,Lagos,Individual Sender,31,Female,Starter,1,2023-11-25,12,1,100,310
SD000344,2024-08-06,2024-08,Instagram,Abuja,Individual Sender,37,Female,Starter,0,2024-08-11,1,1,77,50
SD000345,2024-03-27,2024-03,Instagram,Abuja,Individual Sender,27,Female,Starter,1,2024-04-06,6,1,100,177
SD000346,2024-03-30,2024-03,App Store,Rivers,E-commerce Seller,44,Female,Business Pro,0,2024-04-03,6,1,100,180
SD000347,2023-12-12,2023-12,Referral,Delta,E-commerce Seller,40,Male,Starter,1,2024-02-03,9,1,100,240
SD000348,2024-03-15,2024-03,Referral,Rivers,Individual Sender,21,Female,Starter,0,2024-03-18,6,1,100,196
SD000349,2024-07-30,2024-07,Google Ads,Kano,Individual Sender,51,Female,Starter,1,2024-08-01,2,1,69,60
SD000350,2024-02-12,2024-02,Word of Mouth,Abuja,Small Business,46,Male,Business Pro,1,2024-03-15,7,1,100,199
SD000351,2024-02-29,2024-02,Instagram,Oyo,E-commerce Seller,52,Male,Starter,1,2024-03-09,7,1,100,205
SD000352,2024-07-09,2024-07,Referral,Abuja,Small Business,52,Female,Business Pro,1,2024-08-29,2,0,22,32
SD000353,2023-11-24,2023-11,Google Ads,Lagos,Individual Sender,40,Male,Starter,1,2023-11-27,10,1,100,308
SD000354,2024-01-29,2024-01,Instagram,Kaduna,Corporate,20,Female,Business Pro,1,2024-02-14,8,1,100,229
SD000355,2023-12-03,2023-12,Facebook Ads,Lagos,Small Business,33,Female,Business Pro,1,2023-12-04,10,1,100,301
SD000356,2024-06-08,2024-06,Google Ads,Delta,E-commerce Seller,47,Female,Starter,1,2024-06-25,3,1,90,97
SD000357,2024-08-17,2024-08,App Store,Kano,Corporate,54,Male,Business Pro,1,2024-09-14,1,0,0,16
SD000358,2024-02-28,2024-02,Facebook Ads,Lagos,E-commerce Seller,48,Male,Starter,0,2024-06-11,7,1,99,111
SD000359,2024-04-16,2024-04,Word of Mouth,Lagos,Small Business,26,Female,Starter,1,2024-08-23,5,0,27,38
SD000360,2024-05-20,2024-05,TikTok Ads,Rivers,Small Business,41,Male,Starter,1,2024-06-07,4,1,100,115
SD000361,2024-01-24,2024-01,Facebook Ads,Lagos,Small Business,38,Male,Starter,1,2024-01-28,8,1,100,246
SD000362,2024-02-22,2024-02,Instagram,Oyo,Corporate,34,Female,Business Pro,1,2024-08-10,7,1,43,51
SD000363,2023-12-02,2023-12,Instagram,Lagos,Corporate,28,Female,Business Pro,1,2023-12-06,10,1,100,299
SD000364,2024-08-15,2024-08,Instagram,Lagos,E-commerce Seller,47,Male,Starter,0,2024-08-15,1,1,59,46
SD000365,2024-03-28,2024-03,Referral,Lagos,E-commerce Seller,45,Female,Business Pro,0,2024-04-02,6,1,100,181
SD000366,2024-06-12,2024-06,Referral,Abuja,Small Business,34,Male,Business Pro,1,2024-06-29,3,1,90,93
SD000367,2024-04-26,2024-04,App Store,Oyo,Freelancer,29,Male,Starter,0,2024-04-30,5,1,100,153
SD000368,2024-08-30,2024-08,Facebook Ads,Lagos,Freelancer,38,Female,Starter,1,2024-09-18,1,0,14,12
SD000369,2024-03-09,2024-03,Word of Mouth,Lagos,E-commerce Seller,25,Female,Business Pro,1,2024-08-25,6,0,23,36
SD000370,2024-03-19,2024-03,App Store,Abuja,Corporate,21,Female,Enterprise,1,2024-07-08,6,1,60,84
SD000371,2024-03-02,2024-03,Referral,Lagos,Corporate,23,Male,Enterprise,1,2024-08-30,7,0,7,31
SD000372,2024-01-03,2024-01,Instagram,Lagos,Individual Sender,49,Male,Starter,1,2024-03-09,9,1,100,205
SD000373,2024-01-29,2024-01,Instagram,Kano,Individual Sender,28,Female,Starter,0,2024-01-29,8,1,100,245
SD000374,2023-12-22,2023-12,Word of Mouth,Lagos,E-commerce Seller,25,Male,Starter,0,2024-09-07,9,0,34,23
SD000375,2023-10-01,2023-10,Instagram,Lagos,Small Business,38,Female,Business Pro,1,2023-10-11,12,1,100,355
SD000376,2024-05-08,2024-05,Word of Mouth,Kaduna,E-commerce Seller,41,Female,Starter,1,2024-05-16,4,1,100,137
SD000377,2024-01-24,2024-01,TikTok Ads,Delta,Small Business,21,Male,Starter,1,2024-06-27,8,1,100,95
SD000378,2024-02-03,2024-02,TikTok Ads,Kano,E-commerce Seller,26,Male,Starter,0,2024-02-06,8,1,100,237
SD000379,2024-03-14,2024-03,Instagram,Abuja,Individual Sender,34,Male,Starter,1,2024-04-03,6,1,100,180
SD000380,2024-06-22,2024-06,Word of Mouth,Lagos,Small Business,30,Male,Starter,1,2024-07-14,3,1,79,78
SD000381,2024-02-05,2024-02,App Store,Abuja,Small Business,21,Male,Starter,1,2024-04-24,7,1,100,159
SD000382,2023-12-29,2023-12,Word of Mouth,Lagos,Freelancer,35,Male,Starter,0,2023-12-30,9,1,100,275
SD000383,2024-07-14,2024-07,App Store,Rivers,Small Business,23,Male,Starter,1,2024-08-21,2,0,29,40
SD000384,2023-12-21,2023-12,Instagram,Kano,Small Business,45,Female,Starter,0,2023-12-26,9,1,100,279
SD000385,2024-08-27,2024-08,Instagram,Lagos,Individual Sender,32,Male,Starter,1,2024-09-13,1,0,20,17
SD000386,2024-02-06,2024-02,TikTok Ads,Lagos,Individual Sender,42,Male,Starter,1,2024-02-26,7,1,100,217
SD000387,2023-11-28,2023-11,Google Ads,Abuja,Individual Sender,49,Female,Starter,0,2024-01-06,10,1,100,268
SD000388,2024-07-16,2024-07,Word of Mouth,Lagos,Corporate,24,Female,Enterprise,1,2024-09-08,2,0,0,22
SD000389,2023-11-18,2023-11,App Store,Edo,E-commerce Seller,38,Female,Business Pro,1,2024-03-31,10,1,100,183
SD000390,2023-10-05,2023-10,Instagram,Edo,Individual Sender,36,Female,Starter,1,2023-12-10,12,1,100,295
SD000391,2024-04-09,2024-04,Google Ads,Lagos,Freelancer,45,Male,Starter,1,2024-08-03,5,1,61,58
SD000392,2024-02-20,2024-02,Word of Mouth,Kaduna,E-commerce Seller,47,Male,Business Pro,0,2024-02-25,7,1,100,218
SD000393,2024-04-26,2024-04,Google Ads,Lagos,Individual Sender,22,Male,Starter,0,2024-05-01,5,1,100,152
SD000394,2024-06-17,2024-06,Referral,Lagos,Small Business,21,Male,Starter,1,2024-09-06,3,0,15,24
SD000395,2024-07-04,2024-07,App Store,Oyo,Individual Sender,20,Female,Starter,0,2024-07-09,2,1,100,83
SD000396,2024-06-07,2024-06,Google Ads,Rivers,Individual Sender,21,Male,Starter,0,2024-06-10,3,1,100,112
SD000397,2023-10-16,2023-10,Google Ads,Kano,Individual Sender,22,Female,Starter,1,2024-01-08,11,1,100,266
SD000398,2023-11-27,2023-11,TikTok Ads,Lagos,E-commerce Seller,28,Male,Starter,0,2023-11-30,10,1,100,305
SD000399,2024-06-24,2024-06,Instagram,Rivers,Small Business,22,Female,Starter,1,2024-06-29,3,1,94,93
SD000400,2024-01-15,2024-01,App Store,Lagos,Small Business,50,Female,Starter,1,2024-03-15,8,1,100,199
SD000401,2023-12-26,2023-12,App Store,Rivers,E-commerce Seller,23,Female,Business Pro,1,2024-02-03,9,1,100,240
SD000402,2024-01-11,2024-01,Referral,Oyo,E-commerce Seller,36,Female,Business Pro,1,2024-02-22,8,1,100,221
SD000403,2024-05-20,2024-05,Google Ads,Lagos,Individual Sender,48,Male,Starter,0,2024-05-24,4,1,100,129
SD000404,2023-10-17,2023-10,Google Ads,Kano,Individual Sender,27,Female,Starter,0,2024-02-16,11,1,100,227
SD000405,2024-07-21,2024-07,Referral,Kaduna,Freelancer,29,Male,Starter,0,2024-07-21,2,1,87,71
SD000406,2024-03-21,2024-03,Referral,Imo,Small Business,41,Male,Business Pro,0,2024-03-26,6,1,100,188
SD000407,2023-11-10,2023-11,Referral,Kano,E-commerce Seller,52,Female,Business Pro,1,2024-01-28,10,1,100,246
SD000408,2023-12-06,2023-12,Instagram,Delta,Small Business,21,Male,Starter,1,2023-12-08,9,1,100,297
SD000409,2024-01-19,2024-01,Instagram,Anambra,Corporate,21,Female,Business Pro,1,2024-01-24,8,1,100,250
SD000410,2024-05-26,2024-05,Instagram,Abuja,Individual Sender,53,Male,Starter,1,2024-06-03,4,1,100,119
SD000411,2024-02-17,2024-02,App Store,Lagos,E-commerce Seller,48,Male,Starter,0,2024-02-19,7,1,100,224
SD000412,2023-10-27,2023-10,Google Ads,Abuja,Freelancer,26,Male,Starter,1,2023-11-27,11,1,100,308
SD000413,2023-11-12,2023-11,Word of Mouth,Lagos,Small Business,28,Female,Business Pro,1,2023-11-14,10,1,100,321
SD000414,2024-06-14,2024-06,Instagram,Abuja,Individual Sender,35,Male,Starter,1,2024-06-26,3,1,100,96
SD000415,2024-02-16,2024-02,Google Ads,Lagos,Individual Sender,38,Male,Starter,1,2024-02-26,7,1,100,217
SD000416,2024-07-05,2024-07,App Store,Lagos,Small Business,49,Female,Starter,1,2024-08-17,2,0,32,44
SD000417,2024-04-23,2024-04,Referral,Imo,Freelancer,36,Male,Starter,0,2024-04-27,5,1,100,156
SD000418,2024-04-24,2024-04,Instagram,Imo,Individual Sender,20,Female,Starter,0,2024-04-26,5,1,100,157
SD000419,2024-05-21,2024-05,Google Ads,Kaduna,Individual Sender,20,Female,Starter,0,2024-05-21,4,1,100,132
SD000420,2024-07-26,2024-07,Google Ads,Lagos,Individual Sender,32,Male,Starter,0,2024-07-29,2,1,86,63
SD000421,2024-02-13,2024-02,TikTok Ads,Lagos,Corporate,43,Male,Enterprise,1,2024-03-03,7,1,100,211
SD000422,2024-07-16,2024-07,Instagram,Abuja,Individual Sender,25,Male,Starter,0,2024-07-18,2,1,96,74
SD000423,2024-08-29,2024-08,TikTok Ads,Kaduna,Small Business,40,Male,Starter,1,2024-09-16,1,0,12,14
SD000424,2024-02-19,2024-02,App Store,Kano,Small Business,40,Female,Starter,1,2024-03-03,7,1,100,211
SD000425,2023-12-25,2023-12,Referral,Lagos,Small Business,48,Female,Starter,1,2024-04-12,9,1,100,171
SD000426,2023-11-24,2023-11,Referral,Kaduna,Small Business,42,Male,Starter,1,2023-12-13,10,1,100,292
SD000427,2023-12-11,2023-12,Word of Mouth,Lagos,E-commerce Seller,48,Female,Business Pro,1,2024-05-28,9,1,100,125
SD000428,2024-08-11,2024-08,Instagram,Edo,Individual Sender,47,Male,Starter,1,2024-08-22,1,0,38,39
SD000429,2024-08-11,2024-08,Referral,Delta,Individual Sender,20,Male,Starter,1,2024-08-23,1,0,33,38
SD000430,2024-07-24,2024-07,Google Ads,Lagos,Individual Sender,36,Male,Starter,0,2024-07-24,2,1,90,68
SD000431,2023-10-17,2023-10,Facebook Ads,Edo,Freelancer,52,Male,Starter,0,2023-10-21,11,1,100,345
SD000432,2024-04-23,2024-04,Referral,Lagos,Small Business,44,Male,Starter,1,2024-05-18,5,1,100,135
SD000433,2023-10-31,2023-10,Google Ads,Anambra,Freelancer,20,Male,Starter,0,2024-09-04,11,0,51,26
SD000434,2023-12-01,2023-12,Instagram,Delta,Individual Sender,38,Female,Starter,0,2023-12-03,10,1,100,302
SD000435,2024-04-08,2024-04,Word of Mouth,Rivers,E-commerce Seller,36,Female,Starter,1,2024-06-03,5,1,100,119
